barcode,name,category,price,cost,stock
7798342714886,HISOPOS 100% ALGODON,Perfumería,1590.00,1500.00,0
7891150055780,DENTRIFICO BLOQUEO ANTI CARIES,Perfumería,2300.00,2250.00,0
7891150049895,DENTRIFICO TRIPLE PROTECCION,Perfumería,2300.00,2250.00,0
7509546073453,CEPILLO EXTRA SUAVE PARA NIÑOS,Perfumería,1850.00,1800.00,0
